Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:20990, Quadruple Superconductor Base IV Plate
gregtech:gt.metaitem.01:20991, Quadruple Superconductor Base LuV Plate
gregtech:gt.metaitem.01:20992, Quadruple Superconductor Base ZPM Plate
gregtech:gt.metaitem.01:21006, Quintuple Lithium Plate
gregtech:gt.metaitem.01:21008, Quintuple Beryllium Plate
gregtech:gt.metaitem.01:21010, Quintuple Carbon Plate
gregtech:gt.metaitem.01:21018, Quintuple Magnesium Plate
gregtech:gt.metaitem.01:21019, Quintuple Aluminium Plate
gregtech:gt.metaitem.01:21020, Quintuple Raw Silicon Plate
gregtech:gt.metaitem.01:21025, Quintuple Potassium Plate
gregtech:gt.metaitem.01:21027, Quintuple Scandium Plate
gregtech:gt.metaitem.01:21028, Quintuple Titanium Plate
gregtech:gt.metaitem.01:21029, Quintuple Vanadium Plate
gregtech:gt.metaitem.01:21030, Quintuple Chrome Plate
gregtech:gt.metaitem.01:21031, Quintuple Manganese Plate
gregtech:gt.metaitem.01:21032, Quintuple Iron Plate
gregtech:gt.metaitem.01:21033, Quintuple Cobalt Plate
gregtech:gt.metaitem.01:21034, Quintuple Nickel Plate
gregtech:gt.metaitem.01:21035, Quintuple Copper Plate
gregtech:gt.metaitem.01:21036, Quintuple Zinc Plate
gregtech:gt.metaitem.01:21037, Quintuple Gallium Plate
gregtech:gt.metaitem.01:21039, Quintuple Arsenic Plate
gregtech:gt.metaitem.01:21043, Quintuple Rubidium Plate
gregtech:gt.metaitem.01:21045, Quintuple Yttrium Plate
gregtech:gt.metaitem.01:21047, Quintuple Niobium Plate
gregtech:gt.metaitem.01:21048, Quintuple Molybdenum Plate
gregtech:gt.metaitem.01:21052, Quintuple Palladium Plate
gregtech:gt.metaitem.01:21054, Quintuple Silver Plate
gregtech:gt.metaitem.01:21056, Quintuple Indium Plate
gregtech:gt.metaitem.01:21057, Quintuple Tin Plate
gregtech:gt.metaitem.01:21058, Quintuple Antimony Plate
gregtech:gt.metaitem.01:21059, Quintuple Tellurium Plate
gregtech:gt.metaitem.01:21062, Quintuple Caesium Plate
gregtech:gt.metaitem.01:21063, Quintuple Barium Plate
gregtech:gt.metaitem.01:21064, Quintuple Lanthanum Plate
gregtech:gt.metaitem.01:21065, Quintuple Cerium Plate
gregtech:gt.metaitem.01:21066, Quintuple Praseodymium Plate
gregtech:gt.metaitem.01:21067, Quintuple Neodymium Plate
gregtech:gt.metaitem.01:21068, Quintuple Promethium Plate
gregtech:gt.metaitem.01:21069, Quintuple Samarium Plate
gregtech:gt.metaitem.01:21070, Quintuple Europium Plate
gregtech:gt.metaitem.01:21071, Quintuple Gadolinium Plate
gregtech:gt.metaitem.01:21072, Quintuple Terbium Plate
gregtech:gt.metaitem.01:21073, Quintuple Dysprosium Plate
gregtech:gt.metaitem.01:21074, Quintuple Holmium Plate
gregtech:gt.metaitem.01:21075, Quintuple Erbium Plate
gregtech:gt.metaitem.01:21076, Quintuple Thulium Plate
gregtech:gt.metaitem.01:21077, Quintuple Ytterbium Plate
gregtech:gt.metaitem.01:21078, Quintuple Lutetium Plate
gregtech:gt.metaitem.01:21080, Quintuple Tantalum Plate
gregtech:gt.metaitem.01:21081, Quintuple Tungsten Plate
gregtech:gt.metaitem.01:21083, Quintuple Osmium Plate
gregtech:gt.metaitem.01:21084, Quintuple Iridium Plate
gregtech:gt.metaitem.01:21085, Quintuple Platinum Plate
gregtech:gt.metaitem.01:21086, Quintuple Gold Plate
gregtech:gt.metaitem.01:21089, Quintuple Lead Plate
gregtech:gt.metaitem.01:21090, Quintuple Bismuth Plate
gregtech:gt.metaitem.01:21096, Quintuple Thorium Plate
gregtech:gt.metaitem.01:21097, Quintuple Uranium 235 Plate
gregtech:gt.metaitem.01:21098, Quintuple Uranium 238 Plate
gregtech:gt.metaitem.01:21100, Quintuple Plutonium 239 Plate
gregtech:gt.metaitem.01:21101, Quintuple Plutonium 241 Plate
gregtech:gt.metaitem.01:21103, Quintuple Americium Plate
gregtech:gt.metaitem.01:21111, Quintuple Purified Tengam Plate
gregtech:gt.metaitem.01:21112, Quintuple Attuned Tengam Plate
gregtech:gt.metaitem.01:21129, Quintuple Neutronium Plate
gregtech:gt.metaitem.01:21131, Quintuple Superconductor Base UIV Plate
gregtech:gt.metaitem.01:21134, Quintuple Superconductor Base UMV Plate
gregtech:gt.metaitem.01:21139, Quintuple Universium Plate
gregtech:gt.metaitem.01:21141, Quintuple Eternity Plate
gregtech:gt.metaitem.01:21143, Quintuple Magmatter Plate
gregtech:gt.metaitem.01:21201, Quintuple Manasteel Plate
gregtech:gt.metaitem.01:21202, Quintuple Terrasteel Plate
gregtech:gt.metaitem.01:21203, Quintuple Elven Elementium Plate
gregtech:gt.metaitem.01:21205, Quintuple Gaia Spirit Plate
gregtech:gt.metaitem.01:21300, Quintuple Bronze Plate
gregtech:gt.metaitem.01:21301, Quintuple Brass Plate
gregtech:gt.metaitem.01:21302, Quintuple Invar Plate
gregtech:gt.metaitem.01:21303, Quintuple Electrum Plate
gregtech:gt.metaitem.01:21304, Quintuple Wrought Iron Plate
gregtech:gt.metaitem.01:21305, Quintuple Steel Plate
gregtech:gt.metaitem.01:21306, Quintuple Stainless Steel Plate
gregtech:gt.metaitem.01:21307, Quintuple Pig Iron Plate
gregtech:gt.metaitem.01:21308, Quintuple Red Alloy Plate
gregtech:gt.metaitem.01:21309, Quintuple Blue Alloy Plate
gregtech:gt.metaitem.01:21310, Quintuple Cupronickel Plate
gregtech:gt.metaitem.01:21311, Quintuple Nichrome Plate
gregtech:gt.metaitem.01:21312, Quintuple Kanthal Plate
gregtech:gt.metaitem.01:21313, Quintuple Magnalium Plate
gregtech:gt.metaitem.01:21314, Quintuple Soldering Alloy Plate
gregtech:gt.metaitem.01:21315, Quintuple Battery Alloy Plate
gregtech:gt.metaitem.01:21316, Quintuple Tungstensteel Plate
gregtech:gt.metaitem.01:21317, Quintuple Osmiridium Plate
gregtech:gt.metaitem.01:21318, Quintuple Sunnarium Plate
gregtech:gt.metaitem.01:21319, Quintuple Adamantium Plate
gregtech:gt.metaitem.01:21320, Quintuple Fluxed Electrum Plate
gregtech:gt.metaitem.01:21321, Quintuple Enderium Plate
gregtech:gt.metaitem.01:21323, Quintuple Infused Gold Plate
gregtech:gt.metaitem.01:21324, Quintuple Naquadah Plate
gregtech:gt.metaitem.01:21325, Quintuple Naquadah Alloy Plate
gregtech:gt.metaitem.01:21326, Quintuple Enriched Naquadah Plate
gregtech:gt.metaitem.01:21327, Quintuple Naquadria Plate
gregtech:gt.metaitem.01:21328, Quintuple Duranium Plate
gregtech:gt.metaitem.01:21329, Quintuple Tritanium Plate
gregtech:gt.metaitem.01:21330, Quintuple Thaumium Plate
gregtech:gt.metaitem.01:21331, Quintuple Mithril Plate
gregtech:gt.metaitem.01:21333, Quintuple Astral Silver Plate
gregtech:gt.metaitem.01:21334, Quintuple Black Steel Plate
gregtech:gt.metaitem.01:21335, Quintuple Damascus Steel Plate
gregtech:gt.metaitem.01:21336, Quintuple Shadow Iron Plate
gregtech:gt.metaitem.01:21337, Quintuple Shadow Steel Plate
gregtech:gt.metaitem.01:21338, Quintuple Ironwood Plate
gregtech:gt.metaitem.01:21339, Quintuple Steeleaf Plate
gregtech:gt.metaitem.01:21340, Quintuple Meteoric Iron Plate
gregtech:gt.metaitem.01:21341, Quintuple Meteoric Steel Plate
gregtech:gt.metaitem.01:21342, Quintuple Deep Dark Iron Plate
gregtech:gt.metaitem.01:21343, Quintuple Cobalt Brass Plate
gregtech:gt.metaitem.01:21344, Quintuple Ultimet Plate
gregtech:gt.metaitem.01:21345, Quintuple Annealed Copper Plate
gregtech:gt.metaitem.01:21346, Quintuple Fiery Steel Plate
gregtech:gt.metaitem.01:21348, Quintuple Red Steel Plate
gregtech:gt.metaitem.01:21349, Quintuple Blue Steel Plate
gregtech:gt.metaitem.01:21350, Quintuple Sterling Silver Plate
gregtech:gt.metaitem.01:21351, Quintuple Rose Gold Plate
gregtech:gt.metaitem.01:21352, Quintuple Black Bronze Plate
gregtech:gt.metaitem.01:21353, Quintuple Bismuth Bronze Plate
gregtech:gt.metaitem.01:21354, Quintuple Magnetic Iron Plate
gregtech:gt.metaitem.01:21355, Quintuple Magnetic Steel Plate
gregtech:gt.metaitem.01:21356, Quintuple Magnetic Neodymium Plate
gregtech:gt.metaitem.01:21357, Quintuple Vanadium-Gallium Plate
gregtech:gt.metaitem.01:21358, Quintuple Yttrium Barium Cuprate Plate
gregtech:gt.metaitem.01:21359, Quintuple Niobium Nitride Plate
gregtech:gt.metaitem.01:21360, Quintuple Niobium-Titanium Plate
gregtech:gt.metaitem.01:21361, Quintuple Chromium Dioxide Plate
gregtech:gt.metaitem.01:21362, Quintuple Knightmetal Plate
gregtech:gt.metaitem.01:21363, Quintuple Tin Alloy Plate
gregtech:gt.metaitem.01:21364, Quintuple Dark Steel Plate
gregtech:gt.metaitem.01:21365, Quintuple Electrical Steel Plate
gregtech:gt.metaitem.01:21366, Quintuple Energetic Alloy Plate
gregtech:gt.metaitem.01:21367, Quintuple Vibrant Alloy Plate
gregtech:gt.metaitem.01:21368, Quintuple Shadow Metal Plate
gregtech:gt.metaitem.01:21369, Quintuple Conductive Iron Plate
gregtech:gt.metaitem.01:21370, Quintuple Tungstencarbide Plate
gregtech:gt.metaitem.01:21371, Quintuple Vanadiumsteel Plate
gregtech:gt.metaitem.01:21372, Quintuple HSS-G Plate
gregtech:gt.metaitem.01:21373, Quintuple HSS-E Plate
gregtech:gt.metaitem.01:21374, Quintuple HSS-S Plate
gregtech:gt.metaitem.01:21378, Quintuple Pulsating Iron Plate
gregtech:gt.metaitem.01:21379, Quintuple Soularium Plate
gregtech:gt.metaitem.01:21380, Quintuple Enderium Base Plate
gregtech:gt.metaitem.01:21381, Quintuple Redstone Alloy Plate
gregtech:gt.metaitem.01:21382, Quintuple Ardite Plate
gregtech:gt.metaitem.01:21383, Quintuple Reinforced Plate
gregtech:gt.metaitem.01:21384, Quintuple Galgadorian Plate
gregtech:gt.metaitem.01:21385, Quintuple Enhanced Galgadorian Plate
gregtech:gt.metaitem.01:21386, Quintuple Manyullyn Plate
gregtech:gt.metaitem.01:21387, Quintuple Mytryl Plate
gregtech:gt.metaitem.01:21388, Quintuple Black Plutonium Plate
gregtech:gt.metaitem.01:21389, Quintuple Callisto Ice Plate
gregtech:gt.metaitem.01:21390, Quintuple Ledox Plate
gregtech:gt.metaitem.01:21391, Quintuple Quantium Plate
gregtech:gt.metaitem.01:21392, Quintuple Duralumin Plate
gregtech:gt.metaitem.01:21393, Quintuple Oriharukon Plate
gregtech:gt.metaitem.01:21394, Quintuple Infinity Catalyst Plate
gregtech:gt.metaitem.01:21395, Quintuple Bedrockium Plate
gregtech:gt.metaitem.01:21397, Quintuple Infinity Plate
gregtech:gt.metaitem.01:21398, Quintuple Mysterious Crystal Plate
gregtech:gt.metaitem.01:21399, Quintuple Magnetic Samarium Plate
gregtech:gt.metaitem.01:21400, Quintuple Alumite Plate
gregtech:gt.metaitem.01:21401, Quintuple End Steel Plate
gregtech:gt.metaitem.01:21402, Quintuple Clay Compound Plate
gregtech:gt.metaitem.01:21403, Quintuple Crystalline Alloy Plate
gregtech:gt.metaitem.01:21404, Quintuple Melodic Alloy Plate
gregtech:gt.metaitem.01:21405, Quintuple Stellar Alloy Plate
gregtech:gt.metaitem.01:21406, Quintuple Crystalline Pink Slime Plate
gregtech:gt.metaitem.01:21407, Quintuple Energetic Silver Plate
gregtech:gt.metaitem.01:21408, Quintuple Vivid Alloy Plate
gregtech:gt.metaitem.01:21470, Quintuple Epoxid Sheet
gregtech:gt.metaitem.01:21471, Quintuple Silicone Rubber Sheet
gregtech:gt.metaitem.01:21472, Quintuple Polycaprolactam Sheet
gregtech:gt.metaitem.01:21473, Quintuple Polytetrafluoroethylene Sheet
gregtech:gt.metaitem.01:21485, Quintuple Alduorite Plate
gregtech:gt.metaitem.01:21488, Quintuple Rubracium Plate
gregtech:gt.metaitem.01:21489, Quintuple Vulcanite Plate
gregtech:gt.metaitem.01:21521, Quintuple Force Plate
gregtech:gt.metaitem.01:21529, Quintuple Vinteum Plate
gregtech:gt.metaitem.01:21576, Quintuple TPV-Alloy Plate
gregtech:gt.metaitem.01:21581, Quintuple Transcendent Metal Plate
gregtech:gt.metaitem.01:21582, Quintuple Enriched Holmium Plate
gregtech:gt.metaitem.01:21585, Quintuple White Dwarf Matter Plate
gregtech:gt.metaitem.01:21586, Quintuple Black Dwarf Matter Plate
gregtech:gt.metaitem.01:21588, Quintuple SpaceTime Plate
gregtech:gt.metaitem.01:21599, Quintuple Polybenzimidazole Plate
gregtech:gt.metaitem.01:21610, Quintuple Fiber-Reinforced Epoxy Resin Sheet
gregtech:gt.metaitem.01:21613, Quintuple Nickel-Zinc Ferrite Plate
gregtech:gt.metaitem.01:21631, Quintuple Polyphenylene Sulfide Plate
gregtech:gt.metaitem.01:21635, Quintuple Styrene-Butadiene Rubber Sheet
gregtech:gt.metaitem.01:21636, Quintuple Polystyrene Sheet
gregtech:gt.metaitem.01:21649, Quintuple Polyvinyl Chloride Sheet
gregtech:gt.metaitem.01:21765, Quintuple Kevlar Plate
gregtech:gt.metaitem.01:21770, Quintuple Endium Plate
gregtech:gt.metaitem.01:21772, Quintuple Nickel Aluminide Plate
gregtech:gt.metaitem.01:21829, Quintuple Deep Iron Plate
gregtech:gt.metaitem.01:21856, Quintuple Silicon Solar Grade (Poly SI) Plate
gregtech:gt.metaitem.01:21868, Quintuple Trinium Plate
gregtech:gt.metaitem.01:21874, Quintuple Polyethylene Sheet
gregtech:gt.metaitem.01:21879, Thick Cardboard
gregtech:gt.metaitem.01:21880, Quintuple Rubber Sheet
gregtech:gt.metaitem.01:21884, Quintuple Desh Plate
gregtech:gt.metaitem.01:21912, Quintuple Chrysotile Plate
gregtech:gt.metaitem.01:21913, Quintuple Realgar Plate
gregtech:gt.metaitem.01:21951, Quintuple Vyroxeres Plate
gregtech:gt.metaitem.01:21952, Quintuple Ceruclase Plate
gregtech:gt.metaitem.01:21956, Quintuple Tartarite Plate
gregtech:gt.metaitem.01:21966, Quintuple Orichalcum Plate
gregtech:gt.metaitem.01:21970, Quintuple Void Plate
gregtech:gt.metaitem.01:21974, Quintuple Superconductor Base UEV Plate
gregtech:gt.metaitem.01:21975, Quintuple Draconium Plate
gregtech:gt.metaitem.01:21976, Quintuple Awakened Draconium Plate
gregtech:gt.metaitem.01:21977, Quintuple Blood Infused Iron Plate
gregtech:gt.metaitem.01:21978, Quintuple Ichorium Plate
gregtech:gt.metaitem.01:21979, Quintuple Radox Polymer Plate
gregtech:gt.metaitem.01:21980, Quintuple Gallium Arsenide Plate
gregtech:gt.metaitem.01:21981, Quintuple Indium Gallium Phosphide Plate
gregtech:gt.metaitem.01:21982, Quintuple Cosmic Neutronium Plate
gregtech:gt.metaitem.01:21984, Quintuple Flerovium Plate
gregtech:gt.metaitem.01:21985, Quintuple Superconductor Base UHV Plate
gregtech:gt.metaitem.01:21986, Quintuple Superconductor Base UV Plate
gregtech:gt.metaitem.01:21987, Quintuple Superconductor Base MV Plate
gregtech:gt.metaitem.01:21988, Quintuple Superconductor Base HV Plate
gregtech:gt.metaitem.01:21989, Quintuple Superconductor Base EV Plate
gregtech:gt.metaitem.01:21990, Quintuple Superconductor Base IV Plate
gregtech:gt.metaitem.01:21991, Quintuple Superconductor Base LuV Plate
gregtech:gt.metaitem.01:21992, Quintuple Superconductor Base ZPM Plate
gregtech:gt.metaitem.01:22006, Dense Lithium Plate
gregtech:gt.metaitem.01:22008, Dense Beryllium Plate
gregtech:gt.metaitem.01:22010, Dense Carbon Plate
gregtech:gt.metaitem.01:22018, Dense Magnesium Plate
gregtech:gt.metaitem.01:22019, Dense Aluminium Plate
gregtech:gt.metaitem.01:22020, Dense Raw Silicon Plate
gregtech:gt.metaitem.01:22025, Dense Potassium Plate
gregtech:gt.metaitem.01:22027, Dense Scandium Plate
gregtech:gt.metaitem.01:22028, Dense Titanium Plate
gregtech:gt.metaitem.01:22029, Dense Vanadium Plate
gregtech:gt.metaitem.01:22030, Dense Chrome Plate
gregtech:gt.metaitem.01:22031, Dense Manganese Plate
gregtech:gt.metaitem.01:22032, Dense Iron Plate
gregtech:gt.metaitem.01:22033, Dense Cobalt Plate
gregtech:gt.metaitem.01:22034, Dense Nickel Plate
gregtech:gt.metaitem.01:22035, Dense Copper Plate
gregtech:gt.metaitem.01:22036, Dense Zinc Plate
gregtech:gt.metaitem.01:22037, Dense Gallium Plate
gregtech:gt.metaitem.01:22039, Dense Arsenic Plate
gregtech:gt.metaitem.01:22043, Dense Rubidium Plate
gregtech:gt.metaitem.01:22045, Dense Yttrium Plate
gregtech:gt.metaitem.01:22047, Dense Niobium Plate
gregtech:gt.metaitem.01:22048, Dense Molybdenum Plate
gregtech:gt.metaitem.01:22052, Dense Palladium Plate
gregtech:gt.metaitem.01:22054, Dense Silver Plate
gregtech:gt.metaitem.01:22056, Dense Indium Plate
gregtech:gt.metaitem.01:22057, Dense Tin Plate
gregtech:gt.metaitem.01:22058, Dense Antimony Plate
gregtech:gt.metaitem.01:22059, Dense Tellurium Plate
gregtech:gt.metaitem.01:22062, Dense Caesium Plate
gregtech:gt.metaitem.01:22063, Dense Barium Plate
gregtech:gt.metaitem.01:22064, Dense Lanthanum Plate
gregtech:gt.metaitem.01:22065, Dense Cerium Plate
gregtech:gt.metaitem.01:22066, Dense Praseodymium Plate
gregtech:gt.metaitem.01:22067, Dense Neodymium Plate
gregtech:gt.metaitem.01:22068, Dense Promethium Plate
gregtech:gt.metaitem.01:22069, Dense Samarium Plate
gregtech:gt.metaitem.01:22070, Dense Europium Plate
gregtech:gt.metaitem.01:22071, Dense Gadolinium Plate
gregtech:gt.metaitem.01:22072, Dense Terbium Plate
gregtech:gt.metaitem.01:22073, Dense Dysprosium Plate
gregtech:gt.metaitem.01:22074, Dense Holmium Plate
gregtech:gt.metaitem.01:22075, Dense Erbium Plate
gregtech:gt.metaitem.01:22076, Dense Thulium Plate
gregtech:gt.metaitem.01:22077, Dense Ytterbium Plate
gregtech:gt.metaitem.01:22078, Dense Lutetium Plate
gregtech:gt.metaitem.01:22080, Dense Tantalum Plate
gregtech:gt.metaitem.01:22081, Dense Tungsten Plate
gregtech:gt.metaitem.01:22083, Dense Osmium Plate
gregtech:gt.metaitem.01:22084, Dense Iridium Plate
gregtech:gt.metaitem.01:22085, Dense Platinum Plate
gregtech:gt.metaitem.01:22086, Dense Gold Plate
gregtech:gt.metaitem.01:22089, Dense Lead Plate
gregtech:gt.metaitem.01:22090, Dense Bismuth Plate
gregtech:gt.metaitem.01:22096, Dense Thorium Plate
gregtech:gt.metaitem.01:22097, Dense Uranium 235 Plate
gregtech:gt.metaitem.01:22098, Dense Uranium 238 Plate
gregtech:gt.metaitem.01:22100, Dense Plutonium 239 Plate
gregtech:gt.metaitem.01:22101, Dense Plutonium 241 Plate
gregtech:gt.metaitem.01:22103, Dense Americium Plate
gregtech:gt.metaitem.01:22111, Dense Purified Tengam Plate
gregtech:gt.metaitem.01:22112, Dense Attuned Tengam Plate
gregtech:gt.metaitem.01:22129, Dense Neutronium Plate
gregtech:gt.metaitem.01:22131, Dense Superconductor Base UIV Plate
gregtech:gt.metaitem.01:22134, Dense Superconductor Base UMV Plate
gregtech:gt.metaitem.01:22139, Dense Universium Plate
gregtech:gt.metaitem.01:22141, Dense Eternity Plate
gregtech:gt.metaitem.01:22143, Dense Magmatter Plate
gregtech:gt.metaitem.01:22201, Dense Manasteel Plate
gregtech:gt.metaitem.01:22202, Dense Terrasteel Plate
gregtech:gt.metaitem.01:22203, Dense Elven Elementium Plate
gregtech:gt.metaitem.01:22205, Dense Gaia Spirit Plate
gregtech:gt.metaitem.01:22300, Dense Bronze Plate
gregtech:gt.metaitem.01:22301, Dense Brass Plate
gregtech:gt.metaitem.01:22302, Dense Invar Plate
gregtech:gt.metaitem.01:22303, Dense Electrum Plate
gregtech:gt.metaitem.01:22304, Dense Wrought Iron Plate
gregtech:gt.metaitem.01:22305, Dense Steel Plate
gregtech:gt.metaitem.01:22306, Dense Stainless Steel Plate
gregtech:gt.metaitem.01:22307, Dense Pig Iron Plate
gregtech:gt.metaitem.01:22308, Dense Red Alloy Plate
gregtech:gt.metaitem.01:22309, Dense Blue Alloy Plate
gregtech:gt.metaitem.01:22310, Dense Cupronickel Plate
gregtech:gt.metaitem.01:22311, Dense Nichrome Plate
gregtech:gt.metaitem.01:22312, Dense Kanthal Plate
gregtech:gt.metaitem.01:22313, Dense Magnalium Plate
gregtech:gt.metaitem.01:22314, Dense Soldering Alloy Plate
gregtech:gt.metaitem.01:22315, Dense Battery Alloy Plate
gregtech:gt.metaitem.01:22316, Dense Tungstensteel Plate
gregtech:gt.metaitem.01:22317, Dense Osmiridium Plate
gregtech:gt.metaitem.01:22318, Dense Sunnarium Plate
gregtech:gt.metaitem.01:22319, Dense Adamantium Plate
gregtech:gt.metaitem.01:22320, Dense Fluxed Electrum Plate
gregtech:gt.metaitem.01:22321, Dense Enderium Plate
gregtech:gt.metaitem.01:22323, Dense Infused Gold Plate
gregtech:gt.metaitem.01:22324, Dense Naquadah Plate
gregtech:gt.metaitem.01:22325, Dense Naquadah Alloy Plate
gregtech:gt.metaitem.01:22326, Dense Enriched Naquadah Plate
gregtech:gt.metaitem.01:22327, Dense Naquadria Plate
gregtech:gt.metaitem.01:22328, Dense Duranium Plate
gregtech:gt.metaitem.01:22329, Dense Tritanium Plate
gregtech:gt.metaitem.01:22330, Dense Thaumium Plate
gregtech:gt.metaitem.01:22331, Dense Mithril Plate
gregtech:gt.metaitem.01:22333, Dense Astral Silver Plate
gregtech:gt.metaitem.01:22334, Dense Black Steel Plate
gregtech:gt.metaitem.01:22335, Dense Damascus Steel Plate
gregtech:gt.metaitem.01:22336, Dense Shadow Iron Plate
gregtech:gt.metaitem.01:22337, Dense Shadow Steel Plate
gregtech:gt.metaitem.01:22338, Dense Ironwood Plate
gregtech:gt.metaitem.01:22339, Dense Steeleaf Plate
gregtech:gt.metaitem.01:22340, Dense Meteoric Iron Plate
gregtech:gt.metaitem.01:22341, Dense Meteoric Steel Plate
gregtech:gt.metaitem.01:22342, Dense Deep Dark Iron Plate
gregtech:gt.metaitem.01:22343, Dense Cobalt Brass Plate
gregtech:gt.metaitem.01:22344, Dense Ultimet Plate
gregtech:gt.metaitem.01:22345, Dense Annealed Copper Plate
gregtech:gt.metaitem.01:22346, Dense Fiery Steel Plate
